iter	Logloss
220	0.6873922841
221	0.687366359
222	0.6873369164
223	0.687311412
224	0.6872885707
225	0.6872651439
226	0.687236481
227	0.6872129089
228	0.6871877132
229	0.6871597388
230	0.6871352143
231	0.6871094591
232	0.6870805152
233	0.6870512357
234	0.6870248375
235	0.6869977797
236	0.6869729592
237	0.6869458111
238	0.6869157137
239	0.6868952011
240	0.6868739689
241	0.6868432807
242	0.6868180308
243	0.6867959338
244	0.6867740362
245	0.6867471275
246	0.686717354
247	0.6866909052
248	0.6866626414
249	0.6866326134
250	0.6866120887
251	0.6865831565
252	0.6865550257
253	0.6865235039
254	0.6864969862
255	0.6864678477
256	0.6864436167
257	0.6864211028
258	0.6863930844
259	0.686366441
260	0.6863356521
261	0.6863127316
262	0.6862896081
263	0.6862672107
264	0.6862455768
265	0.6862186604
266	0.6861995593
267	0.6861798585
268	0.6861562507
269	0.6861308049
270	0.6861051064
271	0.6860804178
272	0.686053952
273	0.6860317175
274	0.6860100265
275	0.6859876991
276	0.6859621296
277	0.6859422335
278	0.6859206364
279	0.6858994235
280	0.6858748336
281	0.685852605
282	0.6858281806
283	0.6858066878
284	0.685779748
285	0.6857555669
286	0.6857274793
287	0.6856995064
288	0.6856795505
289	0.6856603167
290	0.6856357028
291	0.6856090967
292	0.6855912971
293	0.6855669816
294	0.6855418946
295	0.6855215598
296	0.6854931648
297	0.6854663989
298	0.6854420318
299	0.6854184509
300	0.6853967947
301	0.6853764714
302	0.685347661
303	0.6853274842
304	0.6853063309
305	0.6852774078
306	0.6852545383
307	0.6852252789
308	0.6852012135
309	0.6851721839
310	0.6851430423
311	0.6851109334
312	0.6850813039
313	0.6850574332
314	0.685027853
315	0.6850060573
316	0.6849844472
317	0.6849614231
318	0.6849305405
319	0.6849020196
320	0.6848751683
321	0.6848481708
322	0.6848201129
323	0.6848002684
324	0.6847779751
325	0.6847553973
326	0.6847278388
327	0.6847006916
328	0.6846713192
329	0.6846459895
330	0.6846189818
331	0.6845894836
332	0.6845658774
333	0.6845425254
334	0.6845174439
335	0.6844891199
336	0.6844569086
337	0.6844340689
338	0.6844125241
339	0.6843954585
340	0.6843695814
341	0.6843466407
342	0.6843230411
343	0.6842952597
344	0.6842649582
345	0.684247085
346	0.6842230084
347	0.6841952696
348	0.6841682388
349	0.6841425572
350	0.6841182122
351	0.68409385
352	0.6840654751
353	0.6840418323
354	0.6840159713
355	0.6839910994
356	0.6839681178
357	0.683948127
358	0.6839286872
359	0.6838967663
360	0.6838697523
361	0.6838413564
362	0.683816301
363	0.6837926961
364	0.6837681714
365	0.6837398474
366	0.6837137245
367	0.6836902264
368	0.6836630791
369	0.6836371758
370	0.6836091847
371	0.6835822003
372	0.6835547535
373	0.6835253808
374	0.6834990377
375	0.683474293
376	0.6834555045
377	0.6834270753
378	0.6834050666
379	0.6833733863
380	0.6833427458
381	0.6833167438
382	0.6832914309
383	0.6832686611
384	0.6832414159
385	0.683217023
386	0.6831866021
387	0.683162268
388	0.6831432533
389	0.6831212147
390	0.6830933888
391	0.6830706866
392	0.6830420084
393	0.683012658
394	0.6829868729
395	0.6829603451
396	0.6829325593
397	0.6829091756
398	0.6828832785
399	0.6828562171
400	0.6828349652
401	0.6828163161
402	0.6827930953
403	0.6827726277
404	0.682746452
405	0.6827198782
406	0.6826941996
407	0.6826688384
408	0.6826472468
409	0.6826208294
410	0.6825941845
411	0.6825686103
412	0.6825423993
413	0.6825187869
414	0.6824939633
415	0.6824691717
416	0.6824404644
417	0.6824138513
418	0.6823881731
419	0.6823667251
420	0.6823437166
421	0.6823202995
422	0.6822981345
423	0.6822792608
424	0.6822562051
425	0.6822366035
426	0.6822085646
427	0.6821760155
428	0.6821493665
429	0.6821229765
430	0.6821030885
431	0.6820761215
432	0.6820496492
433	0.6820286637
434	0.6820052505
435	0.681984376
436	0.6819621675
437	0.6819374102
438	0.6819162883
439	0.681889633
440	0.6818599528
441	0.6818374236
442	0.6818096751
443	0.6817895088
444	0.6817632458
445	0.6817399498
446	0.6817155664
447	0.68168791
448	0.6816678141
449	0.6816493453
450	0.681625003
451	0.6815987703
452	0.6815754505
453	0.6815541616
454	0.6815321714
455	0.6815116387
456	0.6814888686
457	0.6814663849
458	0.6814455874
459	0.6814174257
460	0.6813914524
461	0.6813702747
462	0.6813410915
463	0.6813134764
464	0.6812889741
465	0.6812587878
466	0.6812402832
467	0.6812137704
468	0.6811879264
469	0.681165259
470	0.6811434736
471	0.6811128155
472	0.6810864683
473	0.6810682247
474	0.6810475958
475	0.6810192015
476	0.680991171
477	0.6809671088
478	0.6809456066
479	0.6809207781
480	0.6808975519
481	0.6808713276
482	0.6808451894
483	0.6808186419
484	0.6807877021
485	0.6807647362
486	0.6807416293
487	0.6807202975
488	0.6806879834
489	0.6806614947
490	0.6806344365
491	0.6806052284
492	0.6805768063
493	0.680559696
494	0.6805333674
495	0.6805126213
496	0.6804842588
497	0.6804636894
498	0.6804381255
499	0.6804135428
500	0.6803885213
501	0.680365175
502	0.6803407179
503	0.6803195474
504	0.680295761
505	0.6802627128
506	0.6802328721
507	0.6802119432
508	0.6801910759
509	0.6801639829
510	0.680142402
511	0.6801172318
512	0.6800897906
513	0.6800644874
514	0.680037851
515	0.680012895
516	0.6799943361
517	0.6799704932
518	0.6799420813
519	0.6799161628
520	0.6798935362
521	0.6798661791
522	0.6798413638
523	0.67981155
524	0.6797859239
525	0.6797632352
526	0.6797324325
527	0.6797030047
528	0.679682696
529	0.6796532352
530	0.6796262279
531	0.6796007438
532	0.6795822453
533	0.6795585357
534	0.6795338746
535	0.6795107899
536	0.67948576
537	0.6794567999
538	0.6794276294
539	0.6794001203
540	0.6793813071
541	0.6793523303
542	0.6793282702
543	0.6793068719
544	0.6792889636
545	0.6792622937
546	0.6792446653
547	0.6792173461
548	0.6791921309
549	0.6791664827
550	0.6791477339
551	0.6791286507
552	0.679106729
553	0.6790861129
554	0.6790594779
555	0.6790366734
556	0.6790073109
557	0.6789865349
558	0.6789595475
559	0.6789310014
560	0.6789047248
561	0.6788851057
562	0.6788615565
563	0.6788426943
564	0.6788207769
565	0.6787968366
566	0.6787689208
567	0.6787508535
568	0.6787301528
569	0.6787026634
570	0.6786759262
571	0.6786503508
572	0.678618603
573	0.6785986049
574	0.6785729263
575	0.6785464651
576	0.6785232528
577	0.6785029648
578	0.6784732461
579	0.6784460346
580	0.6784233133
581	0.6784048171
582	0.6783861918
583	0.6783613042
584	0.6783384131
585	0.6783135964
586	0.6782869829
587	0.6782604317
588	0.6782343132
589	0.6782086822
590	0.6781872273
591	0.6781634063
592	0.6781414172
593	0.6781125072
594	0.6780908013
595	0.6780698492
596	0.6780452482
597	0.6780203823
598	0.6779997632
599	0.6779745351
600	0.677953138
601	0.6779321386
602	0.6779133625
603	0.6778884858
604	0.6778630405
605	0.6778389006
606	0.6778149073
607	0.6777945514
608	0.6777713812
609	0.6777424824
610	0.6777139792
611	0.6776887331
612	0.6776667828
613	0.6776408471
614	0.6776105461
615	0.6775853668
616	0.677563283
617	0.6775401692
618	0.6775126724
619	0.6774864691
620	0.6774702167
621	0.677446611
622	0.6774254627
623	0.6774046153
624	0.6773841231
625	0.6773615525
626	0.6773318066
627	0.6773099376
628	0.6772839391
629	0.6772578741
630	0.67724135
631	0.6772193141
632	0.6771900757
633	0.6771708846
634	0.6771502975
635	0.677123327
636	0.6770959076
637	0.6770775156
638	0.6770566644
639	0.6770362044
640	0.6770162524
641	0.6769884798
642	0.6769665471
643	0.6769430841
644	0.6769178243
645	0.6768924512
646	0.6768659987
647	0.6768492524
648	0.6768300297
649	0.6768082444
650	0.6767898311
651	0.6767667691
652	0.6767424448
653	0.676721688
654	0.6766991183
655	0.6766754383
656	0.6766539731
657	0.6766220371
658	0.6765970317
659	0.6765728901
660	0.6765552599
661	0.6765288567
662	0.6765107045
663	0.6764846477
664	0.6764636462
665	0.6764416481
666	0.6764120859
667	0.6763927619
668	0.6763707965
669	0.6763503613
670	0.6763294823
671	0.6763061493
672	0.6762822494
673	0.6762572879
674	0.6762321923
675	0.6762081648
676	0.6761879942
677	0.6761629661
678	0.6761363839
679	0.6761132527
680	0.6760908649
681	0.6760569631
682	0.6760355528
683	0.6760077194
684	0.6759866202
685	0.6759649172
686	0.6759465717
687	0.6759207003
688	0.6758881798
689	0.6758635127
690	0.6758429219
691	0.6758194797
692	0.6757947916
693	0.6757752754
694	0.6757458265
695	0.6757198421
696	0.6757011649
697	0.6756761563
698	0.6756514208
699	0.6756267674
700	0.6756021421
701	0.675578523
702	0.6755588894
703	0.6755390473
704	0.6755140553
705	0.675488371
706	0.6754609077
707	0.6754348888
708	0.6754170075
709	0.6753894118
710	0.6753680505
711	0.6753483956
712	0.6753276818
713	0.6753049206
714	0.6752807697
715	0.67525816
716	0.6752346928
717	0.6752091475
718	0.6751850427
719	0.6751602726
720	0.6751376606
721	0.6751147139
722	0.675091334
723	0.6750646028
724	0.675037211
725	0.675009068
726	0.6749826327
727	0.6749577358
728	0.674933369
729	0.6749118915
730	0.6748810069
731	0.6748541595
732	0.6748297024
733	0.6748022957
734	0.6747744617
735	0.6747540799
736	0.6747294258
737	0.6747094847
738	0.6746851961
739	0.6746621821
740	0.674637415
741	0.6746110429
742	0.674590775
743	0.674568096
744	0.6745458613
745	0.6745199213
746	0.6744947098
747	0.6744684052
748	0.6744454548
749	0.6744235415
750	0.674402457
751	0.674378746
752	0.6743558836
753	0.6743270912
754	0.6743081531
755	0.6742858191
756	0.6742625053
757	0.6742388449
758	0.6742205542
759	0.6742002712
760	0.6741830467
761	0.6741548135
762	0.6741278912
763	0.6741004139
764	0.6740787655
765	0.6740572024
766	0.6740298459
767	0.6740118342
768	0.6739868151
769	0.6739688515
770	0.6739493225
771	0.6739277316
772	0.6739041057
773	0.6738796354
774	0.6738553273
775	0.6738310319
776	0.6738095235
777	0.673783783
778	0.6737596882
779	0.6737396891
780	0.6737117478
781	0.6736871052
782	0.6736664934
783	0.6736436938
784	0.6736180838
785	0.6735958717
786	0.6735712858
787	0.6735490959
788	0.6735304997
789	0.6735009713
790	0.6734807848
791	0.6734540876
792	0.6734282709
793	0.6734029593
794	0.6733751856
795	0.6733503801
796	0.6733303258
797	0.6733050269
798	0.6732804123
799	0.6732551427
800	0.6732372664
801	0.6732112132
802	0.6731890434
803	0.6731675661
804	0.6731437816
805	0.6731209189
806	0.6730982299
807	0.6730737227
808	0.6730450363
809	0.6730215119
810	0.6729954643
811	0.6729747651
812	0.6729523365
813	0.6729298895
814	0.6729047534
815	0.6728869095
816	0.6728649655
817	0.6728427835
818	0.6728187168
819	0.6728004848
820	0.6727770634
821	0.6727573214
822	0.672739639
823	0.672719566
824	0.672699285
825	0.6726796172
826	0.6726582503
827	0.672638704
828	0.6726162264
829	0.6725913836
830	0.6725625341
831	0.6725420308
832	0.6725206287
833	0.6724976076
834	0.6724812388
835	0.6724556768
836	0.6724321656
837	0.6724081024
838	0.672383056
839	0.6723576784
840	0.6723277648
841	0.6723036251
842	0.6722845629
843	0.6722571962
844	0.6722363871
845	0.6722146458
846	0.6721946162
847	0.6721657303
848	0.6721451588
849	0.6721245161
850	0.6720931631
851	0.6720744231
852	0.6720509068
853	0.6720232952
854	0.6719974145
855	0.6719774485
856	0.6719517656
857	0.6719258804
858	0.6718986897
859	0.6718758705
860	0.6718497898
861	0.6718197506
862	0.6717992866
863	0.6717752209
864	0.6717469508
865	0.671723925
866	0.6717023455
867	0.6716756399
868	0.6716528142
869	0.6716273506
870	0.6715997832
871	0.6715768347
872	0.671555258
873	0.6715283601
874	0.6715060321
875	0.6714869738
876	0.671464165
877	0.6714485041
878	0.6714247308
879	0.6713983124
880	0.6713742945
881	0.6713556898
882	0.6713375854
883	0.6713129336
884	0.6712897993
885	0.6712718303
886	0.6712526073
887	0.6712245956
888	0.6712028925
889	0.6711821405
890	0.6711650452
891	0.6711477402
892	0.671124975
893	0.671104844
894	0.6710762912
895	0.6710530845
896	0.6710247334
897	0.6709924205
898	0.6709660857
899	0.6709401342
900	0.6709121466
901	0.6708877846
902	0.6708620606
903	0.6708310224
904	0.670813584
905	0.6707894156
906	0.6707648639
907	0.6707454458
908	0.6707168342
909	0.6706936327
910	0.6706674113
911	0.6706454289
912	0.6706221963
913	0.6705961096
914	0.6705724971
915	0.6705456772
916	0.670522666
917	0.6704981099
918	0.6704738367
919	0.6704507062
920	0.670428467
921	0.6704090387
922	0.6703880967
923	0.6703666975
924	0.6703463444
925	0.6703270705
926	0.6703086792
927	0.6702833474
928	0.6702610589
929	0.670232152
930	0.6702112844
931	0.6701892833
932	0.6701656413
933	0.6701489134
934	0.6701236854
935	0.6700991409
936	0.6700757758
937	0.6700570176
938	0.6700390552
939	0.6700177662
940	0.6699961037
941	0.669969939
942	0.6699446647
943	0.6699213106
944	0.6699019598
945	0.6698855642
946	0.6698645972
947	0.6698481973
948	0.6698297588
949	0.669810842
950	0.6697904408
951	0.6697704462
952	0.6697486555
953	0.6697228393
954	0.6696951841
955	0.669669931
956	0.6696398529
957	0.6696146868
958	0.6695946771
959	0.6695701686
960	0.6695504563
961	0.669533888
962	0.6695098496
963	0.6694886589
964	0.6694624719
965	0.6694458445
966	0.6694290183
967	0.669407124
968	0.6693863464
969	0.6693646309
970	0.6693334862
971	0.6693094599
972	0.6692866516
973	0.6692665936
974	0.6692483019
975	0.6692214612
976	0.6691985067
977	0.6691770033
978	0.6691493037
979	0.6691254198
980	0.6691054346
981	0.6690847631
982	0.6690670209
983	0.6690458934
984	0.6690184887
985	0.669001673
986	0.6689824619
987	0.6689618173
988	0.6689429512
989	0.668920048
990	0.6688919941
991	0.6688601824
992	0.6688375729
993	0.6688177351
994	0.6687999467
995	0.668779789
996	0.6687513976
997	0.6687258201
998	0.6687028797
999	0.6686768395
1000	0.6686582357
1001	0.6686326105
1002	0.6686093903
1003	0.6685851031
1004	0.6685565522
1005	0.6685377575
1006	0.6685145287
1007	0.6684961112
1008	0.6684751435
1009	0.6684560529
1010	0.6684300699
1011	0.6684030875
1012	0.6683864978
1013	0.6683635484
1014	0.6683359726
1015	0.6683108303
1016	0.6682849095
1017	0.6682642296
1018	0.6682378221
1019	0.6682160477
1020	0.6681980602
1021	0.6681757356
1022	0.6681493983
1023	0.6681260515
1024	0.6681005605
1025	0.6680823991
1026	0.6680615751
1027	0.668039986
1028	0.6680226492
1029	0.6679949264
1030	0.6679745812
1031	0.667945715
1032	0.6679230115
1033	0.6679027836
1034	0.6678869331
1035	0.667870675
1036	0.667854234
1037	0.6678295217
1038	0.6678051777
1039	0.6677874202
1040	0.6677628558
1041	0.6677442759
1042	0.6677179826
1043	0.6676962999
1044	0.6676733941
1045	0.667652801
1046	0.6676316207
1047	0.6676087735
1048	0.6675850006
1049	0.6675610331
1050	0.6675361916
1051	0.6675184786
1052	0.6674957338
1053	0.6674703017
1054	0.6674441755
1055	0.6674194195
1056	0.6674029141
1057	0.6673771572
1058	0.6673535982
1059	0.6673322398
1060	0.667308839
1061	0.6672842173
1062	0.667260413
1063	0.6672375365
1064	0.6672104677
1065	0.6671949316
1066	0.6671678808
1067	0.6671495647
1068	0.6671308969
1069	0.6671089565
1070	0.6670911482
1071	0.6670638921
1072	0.6670421218
1073	0.6670142797
1074	0.6669946987
1075	0.6669691488
1076	0.6669496553
1077	0.6669279282
1078	0.6669072473
1079	0.6668843964
1080	0.6668619408
1081	0.6668421228
1082	0.6668238449
1083	0.6667999932
1084	0.6667725995
1085	0.6667510892
1086	0.6667348785
1087	0.666717533
1088	0.6666984369
1089	0.6666792176
1090	0.6666547601
1091	0.6666315472
1092	0.6666132007
1093	0.6665913802
1094	0.6665711471
1095	0.6665496783
1096	0.6665238038
1097	0.6665037868
1098	0.6664842298
1099	0.6664595988
1100	0.6664387446
1101	0.6664180376
1102	0.6664015818
1103	0.6663835637
1104	0.6663591423
1105	0.6663381989
1106	0.6663185076
1107	0.6662949492
1108	0.6662765745
1109	0.6662562441
1110	0.6662305236
1111	0.6662134996
1112	0.6661911515
1113	0.6661687271
1114	0.6661532693
1115	0.6661272087
1116	0.666100898
1117	0.6660804359
1118	0.6660595792
1119	0.6660401673
1120	0.6660189052
1121	0.6659974422
1122	0.6659770749
1123	0.6659552783
1124	0.6659370013
1125	0.665916858
1126	0.6658995524
1127	0.6658792903
1128	0.665857224
1129	0.6658357173
1130	0.6658163985
1131	0.6657983587
1132	0.6657755756
1133	0.6657549206
1134	0.6657310885
1135	0.6657150025
1136	0.6656920348
1137	0.6656696229
1138	0.6656431463
1139	0.6656180161
1140	0.6655976468
1141	0.6655721393
1142	0.665551549
1143	0.6655254361
1144	0.6655013474
1145	0.6654821805
1146	0.6654579065
1147	0.6654357638
1148	0.6654173656
1149	0.6653916532
1150	0.6653745878
1151	0.6653541051
1152	0.6653370093
1153	0.6653116857
1154	0.6652939211
1155	0.6652679758
1156	0.6652449242
1157	0.66522343
1158	0.6652055446
1159	0.6651852575
1160	0.6651634117
1161	0.6651367482
1162	0.6651116829
1163	0.6650824214
1164	0.6650573265
1165	0.6650336414
1166	0.6650110612
1167	0.664992813
1168	0.6649714486
1169	0.6649489285
1170	0.6649191097
1171	0.664901497
1172	0.6648736551
1173	0.6648530787
1174	0.6648306281
1175	0.6648080417
1176	0.6647823572
1177	0.6647592815
1178	0.6647349063
1179	0.6647095062
1180	0.6646877218
1181	0.664666422
1182	0.6646411875
1183	0.6646184757
1184	0.6646037519
1185	0.6645762247
1186	0.6645588606
1187	0.6645365231
1188	0.6645165378
1189	0.6644933723
1190	0.6644676262
1191	0.6644477233
1192	0.6644228128
1193	0.6644001595
1194	0.6643838268
1195	0.6643645886
1196	0.6643436346
1197	0.6643213223
1198	0.664303657
1199	0.6642791998
1200	0.6642599519
1201	0.6642328087
1202	0.6642133983
1203	0.66419702
1204	0.6641732956
1205	0.6641493905
1206	0.664120424
1207	0.6640981956
1208	0.6640765457
1209	0.6640619649
1210	0.6640371364
1211	0.6640123735
1212	0.6639924574
1213	0.6639744758
1214	0.6639473746
1215	0.6639236473
1216	0.6638998203
1217	0.6638838896
1218	0.6638645146
1219	0.6638429263
1220	0.6638278345
1221	0.6638002226
1222	0.6637767709
1223	0.6637528066
1224	0.6637285368
1225	0.6637106104
1226	0.6636861093
1227	0.6636636814
1228	0.6636395391
1229	0.6636128997
1230	0.6635925492
1231	0.6635695913
1232	0.6635529374
1233	0.6635322676
1234	0.6635107516
1235	0.6634845841
1236	0.6634623064
1237	0.6634447374
1238	0.6634175775
1239	0.6633934993
1240	0.663374556
1241	0.66335344
1242	0.6633304972
1243	0.6633153941
1244	0.6632960469
1245	0.6632758592
1246	0.6632485841
1247	0.6632306517
1248	0.6632126683
1249	0.6631900529
1250	0.663162404
1251	0.6631405337
1252	0.6631232187
1253	0.6631066982
1254	0.663084166
1255	0.6630615647
1256	0.6630454082
1257	0.6630243107
1258	0.6630003945
1259	0.6629779374
1260	0.6629577381
1261	0.6629400717
1262	0.6629170257
1263	0.6628963135
1264	0.6628770125
1265	0.6628606922
1266	0.6628375539
1267	0.6628162059
1268	0.6627950443
1269	0.662766666
1270	0.6627373666
1271	0.6627141122
1272	0.6626941666
1273	0.6626720329
1274	0.6626508488
1275	0.6626275862
1276	0.662606444
1277	0.6625837008
1278	0.6625644458
1279	0.6625478665
1280	0.6625206253
1281	0.6624970271
1282	0.6624721065
1283	0.662449512
1284	0.6624321977
1285	0.662407551
1286	0.6623894435
1287	0.6623650762
1288	0.6623379179
1289	0.6623166028
1290	0.6622878948
1291	0.6622650873
1292	0.6622464209
1293	0.6622233368
1294	0.6622061446
1295	0.6621847422
1296	0.6621622694
1297	0.6621369903
1298	0.6621217576
1299	0.6620992605
